,FFP_TIER,FLIGHT_COUNT,LAST_TO_END,SEG_KM_SUM,EXCHANGE_COUNT,Points_Sum,AGE,ffp_year
5752,4,31,35,46763,0,24383,36,2007
5753,4,28,23,35304,2,32009,40,2009
5754,4,19,110,35879,0,31379,46,2006
5755,4,33,12,46297,0,28563,36,2011
5756,4,36,4,41912,0,37409,42,2012
5757,4,39,9,40234,1,27345,36,2009
5758,4,25,61,47987,0,26767,50,2007
5759,4,17,75,42671,0,24193,57,2010
5760,4,33,63,48560,0,30463,42,2004
5761,4,37,57,45974,3,24882,51,2008
5762,4,11,140,44374,4,35063,37,2006
5763,4,26,61,34594,3,38713,32,2012
5764,4,27,110,46073,0,25550,60,2006
5765,4,29,3,43578,3,26906,60,2007
5766,4,32,36,48993,0,25047,51,2005
5767,4,5,567,40582,0,20244,72,2012
5768,4,33,3,46472,0,24665,29,2012
5769,5,27,2,28505,0,28908,59,2006
5770,4,42,24,39577,0,29124,34,2008
5771,4,30,18,33868,0,29515,61,2012
5772,5,53,1,39778,5,36514,46,2005
5773,6,22,2,38333,1,28058,42,2007
5774,4,32,43,42924,0,28002,57,2009
5775,5,27,14,37826,0,30761,34,2010
5776,4,31,143,38753,0,27678,37,2011
5777,4,29,12,43984,1,24239,37,2010
5778,6,11,75,22940,3,31840,58,2007
5779,4,17,5,46608,0,22724,56,2010
5780,5,45,7,49458,0,33952,47,2012
5781,4,31,30,48479,0,23612,52,2006
5782,4,16,2,51401,0,23359,47,2006
5783,4,32,99,46133,0,23998,30,2013
5784,4,24,49,50507,0,22459,54,2012
5785,4,34,118,40102,1,31769,35,2008
5786,4,34,4,40853,0,30808,36,2010
5787,4,24,4,47013,0,20865,48,2012
5788,4,23,6,46729,0,23095,48,2011
5789,4,21,20,35042,2,28433,33,2012
5790,4,6,142,51500,0,19476,65,2012
5791,4,21,28,53353,0,21753,51,2009
5792,6,22,100,37385,0,34914,53,2008
5793,4,3,260,30408,0,37014,26,2012
5794,5,17,6,23552,2,30486,56,2004
5795,4,4,133,48928,0,18608,73,2007
5796,4,24,52,44232,0,28017,48,2011
5797,4,21,109,42302,3,27637,52,2006
5798,4,37,27,43986,0,26399,37,2007
5799,4,16,36,69784,0,27583,33,2012
5800,4,18,7,30515,4,31978,39,2008
5801,4,24,7,44884,0,24217,53,2010
5802,4,16,30,44309,1,27259,38,2006
5803,4,32,13,49200,0,24047,37,2010
5804,4,10,125,23869,0,31988,31,2012
5805,4,25,5,33369,2,31736,36,2010
5806,4,26,94,38538,3,26933,46,2005
5807,5,46,2,49036,0,50663,52,2009
5808,4,11,660,22216,1,29850,42,2012
5809,4,39,164,41966,2,24588,53,2010
5810,5,13,9,26682,0,31065,60,2008
5811,4,26,102,36890,2,28063,41,2008
5812,4,37,5,39031,0,33169,56,2006
5813,4,13,120,44826,1,26499,54,2012
5814,4,22,4,39401,1,54871,48,2008
5815,4,16,186,46947,0,26851,45,2010
5816,5,35,1,48939,3,26238,47,2008
5817,4,30,127,67507,1,14712,45,2011
5818,4,58,19,48782,0,29423,45,2012
5819,4,20,66,33364,1,28584,28,2012
5820,5,19,114,35000,0,27768,45,2008
5821,4,35,86,37291,0,31303,36,2007
5822,4,54,10,50440,0,24572,47,2010
5823,4,28,32,42080,0,27277,41,2007
5824,4,20,11,32265,0,29732,44,2009
5825,4,44,11,45164,0,19319,51,2012
5826,4,5,160,42248,2,25931,28,2012
5827,5,44,15,39146,5,25922,37,2007
5828,4,30,10,50571,3,25767,42,2008
5829,4,19,56,43104,0,22733,0,2007
5830,5,41,13,39536,3,29739,36,2012
5831,4,37,15,54081,1,31123,37,2006
5832,4,36,6,43679,0,29247,52,2005
5833,5,34,127,43358,0,22718,47,2011
5834,4,28,22,22351,0,29051,49,2012
5835,5,29,69,42474,0,24898,48,2005
5836,5,28,11,43298,0,29779,41,2008
5837,4,20,89,40350,0,28530,46,2008
5838,4,34,6,50845,1,22526,45,2010
5839,6,39,16,49985,2,31605,42,2007
5840,4,25,13,41115,2,24168,37,2006
5841,4,36,23,42049,0,30613,41,2009
5842,4,29,97,30522,0,27787,50,2010
5843,5,40,13,43007,3,24281,44,2006
5844,4,30,4,45972,0,24278,42,2006
5845,5,33,123,40776,0,27725,45,2007
5846,4,33,18,43946,0,28279,46,2009
5847,5,42,14,42834,0,25344,37,2010
5848,5,20,185,44333,3,91564,30,2011
5849,4,28,1,39931,0,30634,56,2011
5850,4,13,275,39839,0,32134,79,2008
5851,5,27,8,27894,0,33262,46,2005
5852,5,39,12,42973,1,29207,34,2012
5853,4,23,41,42745,0,25762,45,2011
5854,4,27,26,42955,0,26354,40,2006
5855,4,32,38,45033,3,29676,26,2011
5856,5,24,60,40023,0,27569,29,2012
5857,4,24,57,37811,2,33941,47,2011
5858,4,41,2,47908,1,25680,47,2012
5859,4,16,104,25364,0,30973,48,2008
5860,4,25,79,32864,2,30312,50,2007
5861,5,30,2,43016,0,27783,40,2012
5862,4,43,7,48384,0,23763,62,2007
5863,5,33,6,43303,0,32102,42,2006
5864,4,16,37,37707,1,28742,63,2010
5865,4,23,1,37828,1,32203,38,2008
5866,5,19,21,36073,9,30485,41,2008
5867,4,25,285,45564,1,21457,39,2011
5868,4,4,137,48928,0,18608,48,2010
5869,5,19,1,21363,0,69161,48,2005
5870,4,19,2,49413,3,25215,32,2008
5871,4,49,11,55243,1,19940,40,2008
5872,4,28,99,42786,0,25568,39,2010
5873,4,22,6,27740,0,27594,57,2011
5874,4,11,3,43637,0,25954,32,2009
5875,4,9,192,54653,0,23170,36,2013
5876,6,33,12,28581,0,28341,47,2008
5877,4,16,16,42288,0,24404,50,2011
5878,4,19,118,38712,1,31574,46,2008
5879,5,70,1,38457,0,33201,33,2012
5880,4,24,6,51159,0,20348,52,2006
5881,5,26,9,36885,1,44837,31,2011
5882,4,33,5,52972,2,21860,52,2009
5883,4,7,513,50290,0,19208,46,2011
5884,4,34,22,43907,0,26848,39,2010
5885,4,43,6,38210,0,24166,55,2012
5886,4,26,30,36492,0,33929,37,2012
5887,4,29,55,33377,3,67669,35,2011
5888,5,32,49,40280,0,30750,38,2010
5889,5,26,1,27880,3,27502,41,2006
5890,4,28,7,36023,0,27674,33,2009
5891,4,26,68,36246,0,34629,55,2011
5892,4,28,21,42802,0,27472,43,2009
5893,4,24,11,45033,0,29184,41,2009
5894,4,44,103,47797,0,33158,56,2010
5895,4,23,50,39520,0,24662,51,2005
5896,4,22,98,40553,1,46996,41,2011
5897,4,34,20,41855,4,29823,54,2007
5898,4,13,123,38741,0,24382,44,2007
5899,5,41,6,39434,0,30112,62,2008
5900,4,16,28,22990,0,27940,48,2010
5901,4,14,44,39177,0,25580,39,2012
5902,4,27,39,39598,1,30324,44,2006
5903,4,43,173,42495,2,25884,41,2012
5904,4,29,12,43102,0,23735,58,2012
5905,4,37,79,45330,0,22289,55,2006
5906,4,31,16,54220,2,27579,37,2010
5907,4,6,297,32385,1,35443,62,2012
5908,5,44,7,48021,3,24645,50,2008
5909,4,29,4,46350,0,26580,33,2012
5910,4,25,81,36650,4,25172,55,2006
5911,5,31,3,43978,0,25608,39,2012
5912,4,32,3,45123,1,26537,46,2010
5913,4,36,7,49840,0,28734,31,2011
5914,4,40,27,50290,0,21161,42,2007
5915,4,41,17,41836,1,31580,40,2007
5916,4,7,287,56889,0,26759,42,2010
5917,4,17,34,40131,0,28017,39,2009
5918,4,27,7,44486,0,24302,66,2007
5919,4,23,27,38262,0,29563,51,2010
5920,4,10,59,54698,0,24379,39,2013
5921,4,25,277,61606,0,15070,51,2011
5922,5,32,143,44155,3,29024,47,2005
5923,4,35,18,34693,1,28893,37,2010
5924,5,42,10,37738,0,30107,49,2009
5925,4,30,6,40074,3,36170,45,2007
5926,5,34,5,37892,0,28278,42,2007
5927,4,53,7,47692,6,27694,55,2005
5928,4,19,30,51722,0,21545,34,2012
5929,4,19,294,39210,1,27801,40,2007
5930,6,46,4,34667,3,33191,33,2008
5931,4,40,346,37749,0,30198,43,2009
5932,4,28,113,53589,1,23410,46,2010
5933,5,19,40,21476,0,30503,59,2009
5934,5,44,6,39686,3,29303,41,2006
5935,4,28,5,45170,1,26520,36,2007
5936,4,20,64,54022,0,21147,51,2009
5937,4,24,22,39696,0,28449,43,2010
5938,4,4,149,32508,0,33844,48,2012
5939,4,15,61,43492,0,31860,44,2006
5940,4,25,4,43955,0,24529,52,2007
5941,4,40,84,41800,0,24784,47,2011
5942,5,34,3,32059,0,28053,60,2007
5943,5,34,3,41526,2,36907,29,2012
5944,4,19,2,46453,0,26656,43,2006
5945,5,45,6,41907,0,30099,66,2011
5946,4,26,103,33058,0,29513,57,2005
5947,5,26,3,36076,1,31966,48,2011
5948,4,42,16,41977,1,27318,39,2011
5949,5,45,1,43049,1,41476,42,2007
5950,4,33,90,53495,1,30435,46,2010
5951,5,29,28,45951,1,23340,40,2011
5952,4,24,67,44064,0,26402,50,2006
5953,4,38,26,38714,4,30697,58,2005
5954,4,27,3,41368,0,24334,52,2011
5955,4,28,126,36814,1,27299,57,2008
5956,4,40,76,37770,1,28035,37,2006
5957,4,34,33,41581,4,45473,41,2006
5958,4,31,16,40147,0,29519,46,2010
5959,4,33,115,44332,0,25002,47,2007
5960,4,5,626,41559,0,15584,38,2011
5961,4,17,50,22042,0,30884,53,2006
5962,4,7,73,40158,0,20478,28,2008
5963,4,35,242,38005,0,24846,46,2011
5964,5,55,25,38669,0,30285,44,2011
5965,5,27,38,50596,2,21577,53,2007
5966,6,38,10,33215,2,33309,52,2007
5967,4,34,30,51545,2,23175,47,2011
5968,4,26,44,49165,0,24144,42,2006
5969,4,20,8,25851,0,28776,47,2005
5970,5,22,7,34321,0,26005,50,2008
5971,6,19,3,23235,0,29044,46,2012
5972,4,25,81,31710,0,30123,45,2010
5973,4,30,73,40227,0,23191,40,2010
5974,5,28,17,37974,0,33461,34,2013
5975,4,33,20,37756,0,37986,54,2009
5976,5,47,3,48666,0,26329,40,2006
5977,4,25,21,46710,1,40226,35,2005
5978,4,31,14,37730,0,27644,46,2005
5979,4,26,263,39411,1,27816,34,2011
5980,5,52,9,36764,0,27812,36,2012
5981,4,22,51,38086,0,29085,44,2012
5982,4,36,3,34655,0,26156,66,2011
5983,5,22,1,35477,0,36925,39,2009
5984,4,30,6,37083,0,27515,48,2010
5985,4,12,45,22638,0,34569,46,2007
5986,5,45,12,44316,0,23976,56,2011
5987,4,27,53,40444,8,26486,46,2007
5988,6,23,108,33205,0,28978,48,2010
5989,4,21,34,39298,4,23904,35,2011
5990,4,8,64,44346,0,19274,47,2007
5991,4,27,27,39739,1,27824,41,2005
5992,4,33,7,38056,2,28489,27,2011
5993,4,28,27,41376,4,35528,33,2009
5994,4,31,16,33493,0,27989,35,2011
5995,4,16,145,32228,0,30112,63,2010
5996,4,27,28,38100,1,25212,45,2005
5997,4,14,28,47044,0,21758,40,2009
5998,4,35,4,45981,0,22665,42,2011
5999,4,13,160,45038,2,21148,33,2011
6000,4,29,296,44901,0,32165,30,2008
6001,4,33,12,42937,0,24625,48,2007
6002,4,32,6,44741,1,27332,37,2008
6003,4,32,10,41029,0,28142,61,2007
6004,4,20,17,44208,1,27318,48,2006
6005,4,31,33,39883,4,32152,38,2006
6006,4,39,42,44906,1,25174,36,2012
6007,4,24,64,37001,1,28310,39,2008
6008,4,37,8,51643,4,29904,32,2007
6009,4,24,14,41751,0,31053,57,2005
6010,4,16,119,48236,0,21458,36,2011
6011,4,22,31,48665,1,21895,63,2006
6012,4,28,50,47675,0,24017,45,2009
6013,4,33,137,42564,0,24592,46,2007
6014,4,31,150,36910,0,28488,37,2011
6015,4,27,18,42540,0,24694,62,2008
6016,5,24,3,42684,0,27416,44,2013
6017,6,23,115,47897,0,25753,53,2009
6018,4,32,37,44924,0,23816,46,2006
6019,4,24,1,34813,0,24988,36,2011
6020,4,33,11,36351,0,27182,51,2008
6021,4,34,19,44228,1,24670,32,2011
6022,4,21,14,34780,0,31668,37,2009
6023,4,44,3,38795,1,25948,0,2005
6024,4,14,177,37138,0,41404,28,2012
6025,4,25,26,43533,0,18735,47,2012
6026,4,48,2,39588,0,34471,40,2013
6027,4,23,13,37315,0,31060,36,2012
6028,6,36,1,40225,0,27759,44,2006
6029,4,31,9,40085,1,26187,36,2010
6030,4,34,1,45500,2,25705,45,2007
6031,5,26,17,40430,0,27923,49,2012
6032,4,6,49,37836,0,32905,55,2011
6033,4,27,71,45372,1,22641,61,2006
6034,4,22,85,43955,0,24356,50,2008
6035,4,29,11,45266,0,25215,48,2008
6036,4,7,34,41115,2,21820,60,2012
6037,5,35,18,41300,0,29908,42,2012
6038,4,11,238,45640,0,31139,73,2011
6039,4,33,13,41770,1,46301,30,2009
6040,4,20,141,44524,0,20933,50,2006
6041,5,33,44,24434,1,32615,56,2007
6042,4,7,450,39282,3,35750,43,2008
6043,4,31,25,47432,2,31380,37,2005
6044,4,27,170,44309,0,26982,57,2011
6045,4,26,372,39582,0,26451,63,2012
6046,4,14,11,41845,0,18850,46,2005
6047,5,32,12,44862,2,43270,32,2007
6048,5,33,6,44962,0,26938,30,2012
6049,4,40,31,51594,0,23086,48,2009
6050,6,9,6,28138,0,31955,30,2011
6051,4,25,10,40076,0,26597,64,2010
6052,4,15,1,38487,1,27492,39,2007
6053,4,16,48,40076,0,36467,61,2010
6054,4,27,26,23972,2,30672,44,2010
6055,4,23,191,29931,0,26942,57,2012
6056,4,36,33,50972,3,24322,44,2007
6057,4,19,13,28661,0,28815,33,2012
6058,4,23,6,45244,3,28094,47,2009
6059,4,7,44,45004,0,25261,45,2005
6060,4,32,173,34286,3,29039,52,2008
6061,4,10,203,50829,0,19910,48,2011
6062,4,34,154,48486,2,20613,49,2005
6063,4,21,17,37082,0,31248,42,2013
6064,4,35,18,43210,1,25431,43,2010
6065,5,50,6,38293,0,27283,33,2011
6066,4,26,178,41156,4,35542,35,2005
6067,5,42,13,34862,0,27625,46,2007
6068,4,21,2,21882,3,29403,55,2006
6069,4,28,69,41428,4,28367,42,2011
6070,4,17,114,26533,0,26972,61,2009
6071,4,27,4,50456,0,23065,54,2012
6072,4,26,392,61561,0,33556,45,2011
6073,4,37,167,44600,0,25929,28,2012
6074,4,37,39,55855,0,21292,42,2011
6075,5,32,1,41420,1,33428,39,2011
6076,4,42,22,44914,1,26816,54,2007
6077,4,26,2,48686,1,25875,25,2013
6078,4,4,307,40544,0,20879,74,2012
6079,5,27,5,35784,0,29128,42,2011
6080,4,26,18,47856,0,21642,73,2010
6081,4,28,22,49964,0,24374,48,2009
6082,5,12,71,24127,0,31123,54,2007
6083,4,5,70,40630,0,23607,32,2013
6084,4,26,3,46717,0,25067,49,2012
6085,4,31,30,36540,0,33148,33,2010
6086,6,18,337,21188,0,28336,62,2006
6087,5,53,12,43626,0,29849,44,2005
6088,4,16,59,45695,0,26313,46,2009
6089,5,35,47,32604,1,41734,40,2009
6090,4,32,32,51110,1,49128,38,2007
6091,4,31,63,35969,3,24811,37,2006
6092,6,23,15,30689,3,29442,47,2010
6093,4,27,48,45202,0,27484,37,2006
6094,4,17,22,49421,0,22738,46,2010
6095,4,19,28,38905,0,38346,64,2013
6096,5,45,8,34687,4,31729,47,2009
6097,4,27,27,46895,0,19485,40,2006
6098,4,28,39,44769,0,27128,68,2007
6099,4,25,88,40716,2,30644,42,2005
6100,5,57,5,40590,0,32427,47,2010
6101,5,38,15,44318,1,29454,33,2012
6102,4,23,11,43575,1,24854,66,2011
6103,4,6,213,36128,0,33518,32,2008
6104,6,35,42,49007,2,60752,46,2008
6105,4,13,119,23663,0,29974,51,2011
6106,4,33,8,39565,0,27499,41,2011
6107,4,25,110,37806,2,28594,48,2007
6108,4,8,633,24303,0,31508,47,2005
6109,4,15,47,43786,1,25029,39,2012
6110,4,14,297,39716,0,27567,38,2011
6111,4,26,18,42778,0,20269,40,2011
6112,4,29,14,41679,0,27222,28,2011
6113,5,60,16,45019,1,25226,31,2011
6114,4,29,24,42863,0,26240,49,2013
6115,4,30,94,50972,0,19292,35,2012
6116,4,37,32,53324,3,26454,46,2011
6117,4,20,108,51893,0,23289,28,2012
6118,4,37,5,53430,0,20363,57,2005
6119,4,22,298,36267,2,38283,32,2010
6120,4,38,9,46493,0,24230,56,2007
6121,4,12,165,31251,0,31864,42,2006
6122,4,30,38,35061,0,29210,59,2008
6123,4,8,15,41198,0,24749,44,2010
6124,5,42,2,39448,1,34704,70,2008
6125,4,17,110,41243,0,26495,31,2011
6126,4,31,30,40734,1,35923,32,2007
6127,4,11,10,33428,0,32654,42,2006
6128,4,31,90,40226,1,27136,53,2012
6129,5,28,7,41619,0,29018,43,2006
6130,4,37,124,40947,0,26870,43,2012
6131,4,32,20,47640,3,25715,33,2011
6132,6,103,2,36276,0,57518,40,2010
6133,4,19,16,42288,0,30029,39,2009
6134,4,21,8,40584,0,27054,54,2010
6135,4,50,1,43619,0,24674,41,2010
6136,4,11,196,43286,4,30219,52,2008
6137,4,34,8,37348,8,27219,44,2009
6138,4,27,8,47072,1,22408,59,2005
6139,4,38,5,41919,4,63640,45,2010
6140,4,14,33,28506,0,26520,34,2006
6141,4,30,33,38470,0,28775,36,2012
6142,5,37,15,33602,0,30346,33,2013
6143,4,39,3,46400,0,28043,57,2012
6144,4,42,36,36163,0,26666,35,2011
6145,5,34,7,40603,0,28638,61,2012
6146,5,31,2,39195,1,28288,57,2007
6147,4,27,10,43774,2,37698,41,2010
6148,5,33,133,43859,4,24369,49,2007
6149,4,34,1,49003,0,22170,42,2007
6150,4,21,3,45082,0,20943,30,2011
6151,5,27,2,45915,0,35601,38,2012
6152,5,33,27,49121,0,23087,69,2012
6153,5,41,20,39710,7,28067,62,2009
6154,4,35,9,32655,0,29186,38,2010
6155,4,33,26,48024,0,22809,38,2012
6156,4,34,183,49108,3,24548,52,2005
6157,4,34,2,45023,0,24402,36,2011
6158,5,26,12,39054,0,32067,62,2013
6159,4,25,78,39192,0,24668,44,2012
6160,4,35,13,42527,3,26188,53,2005
6161,4,31,75,39701,0,26139,35,2011
6162,5,33,4,35126,0,29599,46,2012
6163,4,31,1,28753,3,32148,25,2012
6164,4,20,73,37452,1,30106,35,2009
6165,4,16,65,43084,0,24617,54,2006
6166,4,25,11,43669,0,24823,57,2007
6167,4,31,48,48318,2,28211,33,2012
6168,4,14,25,43583,1,27680,58,2006
6169,4,24,53,35501,4,35367,42,2006
6170,4,6,131,50670,0,19588,49,2007
6171,4,33,17,39954,0,46806,39,2008
6172,4,19,12,43921,1,25994,50,2009
6173,4,38,39,43839,2,25417,47,2010
6174,4,7,20,25212,0,36633,0,2013
6175,5,14,99,22949,0,29557,41,2005
6176,5,24,30,38890,0,27568,50,2008
6177,6,71,2,43366,0,40187,53,2011
6178,5,43,16,36850,0,25205,45,2011
6179,4,20,40,42033,1,26543,53,2008
6180,4,12,28,30510,0,31759,47,2009
6181,4,14,44,45098,0,25176,35,2008
6182,4,24,131,41545,2,27254,28,2011
6183,4,40,49,39878,2,44678,36,2010
6184,4,28,11,49197,0,19790,43,2010
6185,4,7,89,28827,0,34566,46,2010
6186,5,54,6,44607,0,27206,55,2012
6187,5,47,72,45604,3,28695,60,2010
6188,6,51,1,43979,2,26397,45,2011
6189,4,32,4,41538,0,26170,57,2010
6190,4,23,1,37973,0,56440,57,2006
6191,4,45,2,49147,6,78020,42,2007
6192,4,12,18,38760,0,29336,42,2012
6193,4,30,1,44171,0,24441,56,2007
6194,5,38,3,49972,2,20779,49,2006
6195,5,44,1,41014,1,30308,55,2006
6196,4,25,119,39387,0,26784,59,2008
6197,4,24,49,39893,1,26184,32,2009
6198,5,42,12,44381,0,30056,34,2008
6199,6,24,9,48896,0,25475,31,2010
6200,4,25,86,39224,0,24440,55,2007
6201,5,42,9,47924,0,22126,34,2007
6202,4,16,25,35686,1,25892,42,2012
6203,4,31,100,38804,0,30825,31,2010
6204,4,24,69,39126,1,24667,33,2009
6205,4,13,77,20915,0,26704,54,2012
6206,4,36,5,42048,0,29593,32,2011
6207,4,15,236,24581,0,27959,38,2012
6208,5,37,17,44688,1,29268,71,2008
6209,4,5,67,38854,0,21370,63,2004
6210,6,27,134,50491,3,21377,61,2008
6211,4,21,13,49712,0,19623,30,2012
6212,4,21,75,46099,0,22285,53,2012
6213,5,30,38,37833,2,28050,47,2007
6214,4,13,47,43179,0,15820,58,2013
6215,4,27,37,44955,0,22804,38,2013
6216,6,32,35,38445,0,26092,55,2011
6217,5,28,32,41408,3,24732,43,2006
6218,4,43,119,35367,0,29346,51,2007
6219,4,27,19,39733,2,28433,38,2012
6220,4,24,106,39513,0,27022,33,2012
6221,4,30,141,50620,2,19136,40,2009
6222,4,23,188,35873,0,27319,31,2011
6223,4,20,56,44200,0,25254,36,2011
6224,4,28,123,44545,0,20470,46,2005
6225,4,30,25,42357,0,23392,38,2010
6226,4,18,40,36097,0,25271,50,2011
6227,4,16,160,21950,6,26923,47,2007
6228,5,30,1,35168,0,27342,48,2012
6229,4,22,26,35992,0,60313,39,2007
6230,4,27,13,45334,0,26962,37,2011
6231,4,26,89,39983,0,22149,59,2009
6232,4,20,2,54874,0,32408,38,2011
6233,4,28,40,38373,1,27528,42,2007
6234,5,37,4,46035,3,49542,36,2011
6235,4,42,17,44581,5,34435,38,2005
6236,4,36,3,39208,2,28763,31,2010
6237,4,9,400,36331,3,51583,39,2012
6238,4,22,85,31874,0,28279,39,2006
6239,4,17,9,40024,6,28037,40,2008
6240,5,19,141,22209,0,26781,46,2006
6241,4,12,176,42582,0,23241,54,2007
6242,4,30,142,42894,1,23104,53,2005
6243,4,41,184,40026,0,30905,36,2011
6244,4,18,162,28641,2,28554,35,2008
6245,4,22,105,40905,0,27552,38,2011
6246,4,23,2,47811,0,16811,62,2008
6247,4,33,118,47104,0,24347,61,2012
6248,4,19,27,49916,0,20583,45,2006
6249,4,25,75,47765,0,25471,30,2012
6250,4,10,61,28420,2,26363,35,2011
6251,4,30,17,59005,2,20137,48,2009
6252,4,31,4,32355,0,34895,45,2011
6253,4,25,29,43902,0,18360,55,2007
6254,5,33,11,44500,0,26641,36,2012
6255,4,50,4,41759,3,27726,40,2011
6256,5,39,21,37930,0,28451,39,2009
6257,6,30,11,41725,0,26999,35,2007
6258,4,12,37,43937,0,21946,49,2012
6259,4,39,14,43113,0,26295,77,2007
6260,4,25,21,41533,1,27493,44,2011
6261,4,26,84,32285,0,28016,43,2008
6262,4,27,4,29908,0,30133,52,2009
6263,5,18,21,41359,1,28001,46,2006
6264,4,18,63,39545,1,30259,39,2011
6265,5,42,14,45183,0,27253,43,2011
6266,4,13,140,36812,2,44758,35,2011
6267,4,25,80,47748,0,19458,43,2011
6268,4,27,50,40195,3,30166,60,2011
6269,4,21,8,35233,2,27623,50,2008
6270,5,38,100,42586,0,25755,67,2006
6271,4,13,8,36120,0,38051,72,2010
6272,4,19,20,21566,0,28733,52,2009
6273,4,22,108,37571,1,25849,41,2012
6274,5,29,41,38183,3,51305,56,2009
6275,4,25,25,37264,2,30497,40,2005
6276,4,28,11,47917,2,30083,51,2010
6277,5,43,4,41316,2,29444,36,2011
6278,4,42,15,42751,5,26153,56,2006
6279,4,24,28,35076,3,27752,46,2005
6280,4,29,40,41231,0,39091,45,2008
6281,4,16,3,38031,0,41280,47,2011
6282,4,12,2,37586,0,30211,33,2012
6283,4,24,29,28110,0,28654,46,2008
6284,4,21,41,47514,0,18181,56,2006
6285,4,23,188,28653,0,26286,29,2010
6286,4,45,75,50725,0,22338,26,2011
6287,4,39,1,36560,0,23638,45,2006
6288,4,18,143,31819,0,28544,61,2008
6289,4,23,24,39717,1,30643,38,2009
6290,4,4,96,36880,0,21436,46,2013
6291,4,26,22,37006,2,29527,43,2006
6292,4,52,4,36976,0,29087,61,2009
6293,4,23,5,44428,0,25813,42,2009
6294,4,34,31,50523,0,20814,52,2008
6295,4,32,1,49853,0,21911,48,2010
6296,4,21,163,34486,0,24173,44,2010
6297,5,23,10,22748,3,29559,47,2005
6298,4,19,45,34838,0,29129,40,2008
6299,4,26,74,41725,1,23854,30,2011
6300,4,22,11,39606,0,23746,57,2012
6301,4,4,444,37152,0,35592,34,2011
6302,4,22,187,37636,0,21818,42,2011
6303,4,25,61,33147,0,26387,57,2010
6304,4,13,18,29759,0,36220,39,2012
6305,4,24,36,35051,2,26587,30,2012
6306,4,36,20,38044,6,30354,41,2007
6307,4,37,28,42226,4,29835,51,2009
6308,6,40,1,43573,0,24710,60,2010
6309,4,45,46,51325,0,19568,46,2010
6310,5,54,1,37294,0,30550,54,2011
6311,4,31,33,37565,2,23820,69,2009
6312,4,27,42,39981,0,25826,40,2012
6313,4,32,13,37656,0,28294,37,2006
6314,4,50,31,47053,1,36444,49,2007
6315,4,17,12,28297,0,26898,46,2011
6316,4,32,20,47107,0,25117,55,2008
6317,4,39,7,46510,0,26413,30,2012
6318,5,54,19,34487,1,25979,34,2011
6319,4,12,42,40369,2,23552,42,2010
6320,6,40,4,28968,1,30877,43,2012
6321,4,33,70,34960,0,31514,47,2009
6322,4,23,65,39297,0,24605,59,2011
6323,4,30,66,46456,3,21541,44,2007
6324,4,16,43,50646,0,21324,48,2012
6325,4,34,27,42800,1,23786,34,2009
6326,5,64,79,41846,0,25694,50,2011
6327,5,30,33,32468,3,56640,43,2005
6328,5,35,11,42077,5,26820,65,2005
6329,4,27,35,40336,1,26443,45,2006
6330,4,37,27,42416,0,25061,63,2007
6331,4,43,14,43534,1,22311,55,2005
6332,4,28,11,36614,7,37750,30,2009
6333,5,33,6,42090,0,25827,36,2009
6334,4,23,20,31366,0,26279,36,2011
6335,4,32,143,36282,0,25310,32,2011
6336,4,16,575,19804,3,28955,40,2011
6337,4,31,125,42763,0,24645,43,2006
6338,4,17,5,23731,0,27311,58,2012
6339,5,50,6,36822,2,33446,43,2009
6340,4,36,90,39727,0,24722,46,2010
6341,4,33,24,44914,2,19263,31,2011
6342,4,30,390,39532,2,40864,31,2011
6343,5,22,11,27650,0,29795,45,2012
6344,4,39,32,40621,1,24482,35,2010
6345,4,32,31,42185,0,29659,40,2005
6346,4,27,29,38555,0,22519,50,2010
6347,4,39,1,44137,0,27099,40,2012
6348,4,14,11,40688,0,23568,31,2012
6349,5,37,21,41249,0,24380,47,2005
6350,4,17,34,42792,0,20661,45,2006
6351,4,13,30,23375,0,28791,52,2010
6352,4,37,1,47486,0,22387,38,2008
6353,4,32,14,40206,1,36080,39,2005
6354,6,24,68,35804,0,28091,39,2006
6355,4,22,8,35409,0,27409,46,2010
6356,4,31,4,37007,0,28017,39,2007
6357,4,31,8,42227,1,25826,43,2011
6358,5,27,24,37089,0,38256,46,2007
6359,4,17,7,21157,0,32883,38,2012
6360,5,37,39,32490,2,84567,32,2008
6361,4,38,1,57315,0,18561,27,2012
6362,4,28,7,35950,4,31220,40,2009
6363,4,25,68,38690,0,23938,42,2009
6364,4,20,60,38765,0,27919,56,2008
6365,4,29,12,43411,2,24801,32,2009
6366,4,12,179,46292,0,27370,37,2010
6367,5,23,8,38886,2,29010,35,2006
6368,4,38,96,44156,8,30693,50,2006
6369,5,42,13,45370,0,62611,55,2007
6370,4,22,99,44220,0,26284,41,2008
6371,4,21,39,34547,2,25771,43,2006
6372,4,27,15,42783,1,25070,50,2006
6373,4,28,20,42320,3,24614,36,2006
6374,5,34,6,36533,1,29794,42,2006
6375,5,38,13,38293,0,26856,38,2012
6376,5,13,66,20513,0,28530,59,2006
6377,4,22,28,40638,1,26736,35,2012
6378,4,19,86,41838,0,26155,38,2011
6379,4,16,1,38434,0,28587,55,2007
6380,6,24,5,21909,0,26422,56,2010
6381,4,33,28,52552,0,18347,53,2005
6382,4,35,28,44882,3,26359,61,2006
6383,4,17,166,39474,0,25141,47,2012
6384,4,32,14,30811,1,28800,0,2011
